System information:
Version                                  | VisiWin7 7.2
Framework                                | DotNet
Project                                  | Single
VisiWin.S7_TIA.Brw.dll           | 3.0.1.56(Debug=False)
VisiWin.Browser.Components.Shared.dll | 7.0.0.41(Debug=False)

Messages
3/21/2023 1:21:11 PM   | Message | Attention: Some items in the PLC project contain special characters. | TIAParser.FormatName() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB DC Belt Faults.Fault Handler 15 Byte"Not Stop"" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB DC Belt Faults.Fault Handler 15 ByteStop" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB DC Belt Faults.Fault Handler 15 ByteInfo" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Pointer" of item "RFC_IDB DC Belt Faults.Fault Handler 15 ByteGeneral" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Pointer" of item "PLC.Blocks.01 Basket feeding.02 HC.00 Main.IDB.IDB HC WTX120.Faults" is not supported! | TIAParser.CreateItemInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB HC Belt Main.Change Of, Move To Order"Move to Orders"" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB HC Belt Faults.Fault Handler 15 Byte"Not Stop"" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB HC Belt Faults.Fault Handler 15 ByteStop" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB HC Belt Faults.Fault Handler 15 ByteInfo" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Pointer" of item "RFC_IDB HC Belt Faults.Fault Handler 15 ByteGeneral" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB LD Lid Faults.Fault Handler 15 Byte"Not Stop"" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB LD Lid Faults.Fault Handler 15 ByteStop" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB LD Lid Faults.Fault Handler 15 ByteInfo" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Pointer" of item "RFC_IDB LD Lid Faults.Fault Handler 15 ByteGeneral" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB LD Faults.Fault Handler 15 Byte"Not Stop"" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB LD Faults.Fault Handler 15 ByteStop" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB LD Faults.Fault Handler 15 ByteInfo" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Pointer" of item "RFC_IDB LD Faults.Fault Handler 15 ByteGeneral" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB LD Clamp Faults.Fault Handler 15 Byte"Not Stop"" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB LD Clamp Faults.Fault Handler 15 ByteStop" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB LD Clamp Faults.Fault Handler 15 ByteInfo" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Pointer" of item "RFC_IDB LD Clamp Faults.Fault Handler 15 ByteGeneral" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB LD Lift Main.Change Of, Move To Order"Move to Orders"" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB LD Lift Faults.Fault Handler 15 Byte"Not Stop"" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB LD Lift Faults.Fault Handler 15 ByteStop" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB LD Lift Faults.Fault Handler 15 ByteInfo" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Pointer" of item "RFC_IDB LD Lift Faults.Fault Handler 15 ByteGeneral" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB LD Tilt Faults.Fault Handler 15 Byte"Not Stop"" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB LD Tilt Faults.Fault Handler 15 ByteStop" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB LD Tilt Faults.Fault Handler 15 ByteInfo" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Pointer" of item "RFC_IDB LD Tilt Faults.Fault Handler 15 ByteGeneral" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Pointer" of item "RFC_IDB BS Slider Main.Stöber G6 Profinet"Operating Hours"" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_RFC_IDB BS Slider Main.Stöber G6 Profinet.S_GETIO_PARTINPUTS" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_RFC_IDB BS Slider Main.Stöber G6 Profinet.S_SETIO_PARTOUTPUTS" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB BS Slider Faults.Fault manager"Not Stop"" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB BS Slider Faults.Fault managerStop" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB BS Slider Faults.Fault managerInfo" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Pointer" of item "RFC_IDB BS Slider Faults.Fault managerGeneral" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB BS Rotary Main.Change Of, Move To Order"Move to Orders"" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB BS Rotary Faults.Fault Handler 15 Byte"Not Stop"" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB BS Rotary Faults.Fault Handler 15 ByteStop" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB BS Rotary Faults.Fault Handler 15 ByteInfo" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Pointer" of item "RFC_IDB BS Rotary Faults.Fault Handler 15 ByteGeneral" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB BF Faults.Fault Handler 15 Byte"Not Stop"" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB BF Faults.Fault Handler 15 ByteStop" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB BF Faults.Fault Handler 15 ByteInfo" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Pointer" of item "RFC_IDB BF Faults.Fault Handler 15 ByteGeneral" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Pointer" of item "RFC_IDB LD Main.PC Data handler"IO# Errors"" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Pointer" of item "RFC_RFC_IDB BC Main.Programmablauf.PC Data handler"IO# Errors"" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB CI Slider Faults.Fault manager"Not Stop"" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB CI Slider Faults.Fault managerStop" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB CI Slider Faults.Fault managerInfo" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Pointer" of item "RFC_IDB CI Slider Faults.Fault managerGeneral" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB CI Traction Faults.Fault handler 15 Byte"Not Stop"" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB CI Traction Faults.Fault handler 15 ByteStop" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB CI Traction Faults.Fault handler 15 ByteInfo" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Pointer" of item "RFC_IDB CI Traction Faults.Fault handler 15 ByteGeneral" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB CI Traction Commands.Change Of, Move To Order"Move to Orders"" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB BT Rotary Faults.Fault Handler 15 Byte"Not Stop"" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB BT Rotary Faults.Fault Handler 15 ByteStop" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB BT Rotary Faults.Fault Handler 15 ByteInfo" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Pointer" of item "RFC_IDB BT Rotary Faults.Fault Handler 15 ByteGeneral" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB BT Tilt Faults.Fault Handler 15 Byte"Not Stop"" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB BT Tilt Faults.Fault Handler 15 ByteStop" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB BT Tilt Faults.Fault Handler 15 ByteInfo" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Pointer" of item "RFC_IDB BT Tilt Faults.Fault Handler 15 ByteGeneral" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB BT Gripper Faults.Fault Handler 15 Byte"Not Stop"" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB BT Gripper Faults.Fault Handler 15 ByteStop" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB BT Gripper Faults.Fault Handler 15 ByteInfo" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Pointer" of item "RFC_IDB BT Gripper Faults.Fault Handler 15 ByteGeneral" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB ST 1 Doors Faults.Fault Handler 15 Byte"Not Stop"" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB ST 1 Doors Faults.Fault Handler 15 ByteStop" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB ST 1 Doors Faults.Fault Handler 15 ByteInfo" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Pointer" of item "RFC_IDB ST 1 Doors Faults.Fault Handler 15 ByteGeneral" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB BM Rotary Faults.Fault handler 15 Byte"Not Stop"" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB BM Rotary Faults.Fault handler 15 ByteStop" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB BM Rotary Faults.Fault handler 15 ByteInfo" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Pointer" of item "RFC_IDB BM Rotary Faults.Fault handler 15 ByteGeneral" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB BM Rotary Main.Change Of, Move To Order"Move to Orders"" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB BM Faults.Fault Handler 15 Byte"Not Stop"" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB BM Faults.Fault Handler 15 ByteStop" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB BM Faults.Fault Handler 15 ByteInfo" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Pointer" of item "RFC_IDB BM Faults.Fault Handler 15 ByteGeneral" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB BM Lift Faults.Fault handler 15 Byte"Not Stop"" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB BM Lift Faults.Fault handler 15 ByteStop" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB BM Lift Faults.Fault handler 15 ByteInfo" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Pointer" of item "RFC_IDB BM Lift Faults.Fault handler 15 ByteGeneral" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB BM Lift Main.Change Of, Move To Order"Move to Orders"" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB BM Arm Faults.Fault handler 15 Byte"Not Stop"" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB BM Arm Faults.Fault handler 15 ByteStop" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB BM Arm Faults.Fault handler 15 ByteInfo" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Pointer" of item "RFC_IDB BM Arm Faults.Fault handler 15 ByteGeneral" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB BM Arm Main.Change Of, Move To Order"Move to Orders"" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB BH Faults.Fault Handler 15 Byte"Not Stop"" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB BH Faults.Fault Handler 15 ByteStop" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB BH Faults.Fault Handler 15 ByteInfo" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Pointer" of item "RFC_IDB BH Faults.Fault Handler 15 ByteGeneral" is not supported! | TIAParser.CreateMemberInfo() | 
